dataset,model,state,mean,mean_CI95,var,var_CI95,param1,param1_CI95,param2,param2_CI95,param3,param3_CI95
onset-to-hospital-discharge,Log-normal,DF,16.47,"(16.0, 16.93)",86.08,"(77.09, 96.61)",2.66,"(2.64, 2.69)",0.52,"(0.51, 0.54)",,
onset-to-hospital-discharge,Log-normal,ES,15.05,"(14.3, 15.87)",84.77,"(69.5, 103.84)",2.55,"(2.5, 2.6)",0.56,"(0.53, 0.6)",,
onset-to-hospital-discharge,Log-normal,GO,15.66,"(15.04, 16.3)",82.79,"(70.18, 97.38)",2.61,"(2.57, 2.64)",0.54,"(0.51, 0.57)",,
onset-to-hospital-discharge,Log-normal,MA,18.34,"(16.77, 20.07)",215.96,"(155.73, 294.13)",2.66,"(2.58, 2.74)",0.7,"(0.65, 0.76)",,
onset-to-hospital-discharge,Log-normal,MG,15.03,"(14.67, 15.38)",80.63,"(73.08, 88.73)",2.56,"(2.54, 2.58)",0.55,"(0.54, 0.57)",,
onset-to-hospital-discharge,Log-normal,MS,14.33,"(13.46, 15.28)",96.81,"(76.98, 120.91)",2.47,"(2.41, 2.53)",0.62,"(0.58, 0.66)",,
onset-to-hospital-discharge,Log-normal,MT,17.7,"(17.26, 18.16)",122.38,"(110.88, 135.46)",2.71,"(2.68, 2.73)",0.57,"(0.56, 0.59)",,
onset-to-hospital-discharge,Log-normal,PA,18.95,"(18.57, 19.32)",118.27,"(109.15, 128.34)",2.8,"(2.78, 2.82)",0.53,"(0.52, 0.55)",,
onset-to-hospital-discharge,Log-normal,PB,15.98,"(15.17, 16.83)",99.68,"(80.96, 122.02)",2.61,"(2.56, 2.65)",0.57,"(0.54, 0.61)",,
onset-to-hospital-discharge,Log-normal,PE,19.51,"(18.85, 20.2)",234.27,"(207.37, 265.28)",2.73,"(2.7, 2.76)",0.69,"(0.67, 0.71)",,
onset-to-hospital-discharge,Log-normal,PI,13.33,"(12.44, 14.28)",82.87,"(63.99, 107.01)",2.4,"(2.34, 2.46)",0.62,"(0.58, 0.66)",,
onset-to-hospital-discharge,Log-normal,PR,14.12,"(13.73, 14.52)",86.46,"(77.81, 95.85)",2.47,"(2.44, 2.49)",0.6,"(0.58, 0.62)",,
onset-to-hospital-discharge,Log-normal,RJ,16.73,"(16.48, 16.97)",123.81,"(116.96, 130.91)",2.63,"(2.62, 2.65)",0.61,"(0.6, 0.62)",,
onset-to-hospital-discharge,Log-normal,RN,16.35,"(15.77, 16.96)",64.02,"(54.77, 75.02)",2.69,"(2.65, 2.72)",0.46,"(0.44, 0.49)",,
onset-to-hospital-discharge,Log-normal,RO,18.04,"(16.65, 19.68)",141.48,"(102.0, 193.8)",2.71,"(2.64, 2.79)",0.6,"(0.55, 0.66)",,
onset-to-hospital-discharge,Log-normal,RR,16.69,"(14.53, 19.27)",129.09,"(76.6, 208.55)",2.63,"(2.5, 2.76)",0.61,"(0.53, 0.7)",,
onset-to-hospital-discharge,Log-normal,RS,15.67,"(15.29, 16.06)",94.44,"(85.71, 104.1)",2.59,"(2.57, 2.61)",0.57,"(0.55, 0.59)",,
onset-to-hospital-discharge,Log-normal,SC,15.62,"(14.98, 16.28)",90.12,"(76.11, 105.99)",2.59,"(2.55, 2.63)",0.56,"(0.53, 0.59)",,
onset-to-hospital-discharge,Log-normal,SE,18.01,"(16.27, 19.96)",204.56,"(143.13, 295.34)",2.65,"(2.55, 2.74)",0.7,"(0.64, 0.76)",,
onset-to-hospital-discharge,Log-normal,SP,16.35,"(16.23, 16.47)",126.96,"(123.39, 130.61)",2.6,"(2.59, 2.61)",0.62,"(0.62, 0.63)",,
onset-to-hospital-discharge,Log-normal,TO,15.22,"(14.13, 16.44)",84.34,"(61.34, 114.19)",2.57,"(2.5, 2.64)",0.56,"(0.51, 0.61)",,
onset-to-hospital-discharge,Log-normal,Brazil,16.7,"(16.62, 16.78)",124.01,"(121.77, 126.3)",2.63,"(2.63, 2.64)",0.61,"(0.6, 0.61)",,
onset-to-hospital-discharge,Gen. Gamma,AC,20.07,"(12.19, 30.16)",112.26,"(44.15, 243.74)",7.06,"(3.97, 11.54)",3.55,"(2.02, 5.18)",1.09,"(1.0, 1.31)"
onset-to-hospital-discharge,Gen. Gamma,AL,16.8,"(16.16, 17.46)",74.31,"(65.48, 84.49)",6.06,"(4.41, 8.8)",3.47,"(2.99, 3.96)",1.1,"(1.0, 1.28)"
onset-to-hospital-discharge,Gen. Gamma,AM,18.59,"(18.19, 19.0)",111.61,"(104.08, 119.25)",6.31,"(5.79, 7.15)",3.05,"(2.88, 3.23)",1.02,"(1.0, 1.06)"
onset-to-hospital-discharge,Gen. Gamma,AP,14.27,"(13.13, 15.55)",51.72,"(39.57, 67.4)",5.0,"(3.37, 7.88)",3.63,"(2.83, 4.48)",1.11,"(1.0, 1.33)"
onset-to-hospital-discharge,Gen. Gamma,BA,16.53,"(16.07, 17.0)",76.73,"(69.97, 83.94)",5.15,"(4.48, 6.39)",3.46,"(3.16, 3.74)",1.03,"(1.0, 1.11)"
onset-to-hospital-discharge,Gen. Gamma,CE,18.13,"(17.86, 18.4)",88.55,"(84.44, 92.98)",5.1,"(4.78, 5.66)",3.67,"(3.5, 3.82)",1.01,"(1.0, 1.04)"
onset-to-hospital-discharge,Gen. Gamma,DF,16.26,"(15.85, 16.7)",63.01,"(57.73, 68.51)",4.36,"(3.77, 5.47)",4.06,"(3.72, 4.39)",1.03,"(1.0, 1.11)"
onset-to-hospital-discharge,Gen. Gamma,ES,14.72,"(14.07, 15.39)",57.29,"(49.8, 65.81)",4.92,"(3.77, 7.1)",3.55,"(3.06, 4.04)",1.07,"(1.0, 1.24)"
onset-to-hospital-discharge,Gen. Gamma,GO,15.42,"(14.89, 15.96)",58.63,"(52.25, 66.04)",4.74,"(3.7, 6.75)",3.82,"(3.33, 4.27)",1.07,"(1.0, 1.21)"
onset-to-hospital-discharge,Gen. Gamma,MA,17.89,"(16.59, 19.29)",124.05,"(100.71, 153.26)",7.98,"(6.33, 10.67)",2.48,"(2.08, 2.89)",1.05,"(1.0, 1.16)"
onset-to-hospital-discharge,Gen. Gamma,MG,14.91,"(14.57, 15.25)",61.81,"(57.47, 66.43)",4.28,"(3.97, 4.7)",3.57,"(3.35, 3.78)",1.01,"(1.0, 1.03)"
onset-to-hospital-discharge,Gen. Gamma,MS,13.72,"(13.03, 14.49)",57.24,"(48.57, 67.76)",5.29,"(4.0, 7.81)",3.08,"(2.6, 3.54)",1.08,"(1.0, 1.26)"
onset-to-hospital-discharge,Gen. Gamma,MT,17.19,"(16.85, 17.54)",74.08,"(69.15, 79.57)",7.13,"(5.07, 9.27)",3.41,"(3.08, 3.79)",1.18,"(1.04, 1.31)"
onset-to-hospital-discharge,Gen. Gamma,PA,18.77,"(18.43, 19.1)",88.58,"(83.63, 93.91)",5.01,"(4.6, 5.76)",3.91,"(3.69, 4.11)",1.02,"(1.0, 1.06)"
onset-to-hospital-discharge,Gen. Gamma,PB,15.69,"(14.99, 16.47)",67.55,"(58.54, 78.13)",5.32,"(4.14, 7.61)",3.44,"(2.96, 3.9)",1.07,"(1.0, 1.22)"
onset-to-hospital-discharge,Gen. Gamma,PE,19.01,"(18.48, 19.53)",141.44,"(130.53, 152.94)",7.98,"(7.21, 9.29)",2.5,"(2.33, 2.66)",1.02,"(1.0, 1.08)"
onset-to-hospital-discharge,Gen. Gamma,PI,12.8,"(12.06, 13.59)",53.08,"(44.46, 63.29)",4.74,"(3.82, 6.34)",2.98,"(2.55, 3.42)",1.04,"(1.0, 1.15)"
onset-to-hospital-discharge,Gen. Gamma,PR,13.87,"(13.54, 14.21)",60.14,"(55.81, 64.81)",4.58,"(4.18, 5.22)",3.15,"(2.96, 3.35)",1.02,"(1.0, 1.06)"
onset-to-hospital-discharge,Gen. Gamma,RJ,16.48,"(16.27, 16.69)",86.64,"(83.32, 90.13)",5.34,"(5.13, 5.59)",3.12,"(3.02, 3.22)",1.0,"(1.0, 1.02)"
onset-to-hospital-discharge,Gen. Gamma,RN,16.24,"(15.72, 16.82)",50.87,"(44.92, 57.72)",3.93,"(3.03, 5.72)",4.9,"(4.24, 5.53)",1.06,"(1.0, 1.21)"
onset-to-hospital-discharge,Gen. Gamma,RO,17.8,"(16.52, 19.22)",87.31,"(69.49, 110.3)",6.34,"(4.59, 9.38)",3.4,"(2.76, 4.07)",1.08,"(1.0, 1.26)"
onset-to-hospital-discharge,Gen. Gamma,RR,16.12,"(13.96, 18.7)",70.91,"(47.47, 106.45)",5.89,"(3.75, 9.36)",3.45,"(2.47, 4.47)",1.1,"(1.0, 1.32)"
onset-to-hospital-discharge,Gen. Gamma,RS,15.53,"(15.2, 15.86)",70.44,"(65.7, 75.36)",4.67,"(4.34, 5.11)",3.4,"(3.21, 3.59)",1.01,"(1.0, 1.03)"
onset-to-hospital-discharge,Gen. Gamma,SC,15.49,"(14.93, 16.09)",68.24,"(60.46, 77.16)",4.77,"(4.12, 5.85)",3.45,"(3.09, 3.81)",1.02,"(1.0, 1.09)"
onset-to-hospital-discharge,Gen. Gamma,SE,17.3,"(15.88, 18.86)",105.12,"(82.01, 134.63)",7.89,"(5.75, 11.52)",2.64,"(2.15, 3.15)",1.09,"(1.0, 1.29)"
onset-to-hospital-discharge,Gen. Gamma,SP,16.03,"(15.92, 16.13)",84.96,"(83.33, 86.6)",5.32,"(5.23, 5.42)",3.02,"(2.97, 3.06)",1.0,"(1.0, 1.0)"
onset-to-hospital-discharge,Gen. Gamma,TO,14.82,"(13.86, 15.83)",56.14,"(45.34, 70.16)",4.79,"(3.5, 7.0)",3.69,"(3.02, 4.42)",1.07,"(1.0, 1.24)"
onset-to-hospital-discharge,Gen. Gamma,Brazil,16.4,"(16.33, 16.47)",89.3,"(87.92, 90.71)",1.51,"(1.28, 1.78)",4.13,"(4.01, 4.26)",0.74,"(0.71, 0.76)"
onset-to-hospital-discharge,Gen. Log-normal,AC,19.68,"(15.18, 26.64)",769.02,"(98.48, 3897.32)",2.71,"(2.51, 2.91)",0.31,"(0.24, 0.38)",1.13,"(1.01, 1.26)"
onset-to-hospital-discharge,Gen. Log-normal,AL,18.3,"(17.48, 19.15)",221.61,"(147.73, 361.97)",2.73,"(2.7, 2.77)",0.27,"(0.23, 0.32)",1.15,"(1.05, 1.25)"
onset-to-hospital-discharge,Gen. Log-normal,AM,19.66,"(19.06, 20.25)",292.58,"(230.97, 379.98)",2.78,"(2.75, 2.8)",0.33,"(0.29, 0.36)",1.22,"(1.15, 1.29)"
onset-to-hospital-discharge,Gen. Log-normal,AP,16.4,"(14.77, 18.41)",197.79,"(87.6, 491.67)",2.62,"(2.53, 2.7)",0.3,"(0.25, 0.35)",1.19,"(1.08, 1.32)"
onset-to-hospital-discharge,Gen. Log-normal,BA,17.61,"(17.04, 18.32)",192.11,"(144.47, 263.98)",2.7,"(2.67, 2.73)",0.29,"(0.26, 0.32)",1.19,"(1.11, 1.27)"
onset-to-hospital-discharge,Gen. Log-normal,CE,19.33,"(19.0, 19.62)",221.95,"(186.41, 270.31)",2.8,"(2.78, 2.81)",0.26,"(0.24, 0.28)",1.14,"(1.09, 1.19)"
onset-to-hospital-discharge,Gen. Log-normal,DF,16.83,"(16.46, 17.26)",126.79,"(101.07, 163.07)",2.68,"(2.67, 2.7)",0.26,"(0.23, 0.3)",1.19,"(1.1, 1.27)"
onset-to-hospital-discharge,Gen. Log-normal,ES,15.95,"(15.17, 16.8)",151.6,"(99.23, 235.74)",2.6,"(2.56, 2.64)",0.3,"(0.25, 0.34)",1.21,"(1.11, 1.31)"
onset-to-hospital-discharge,Gen. Log-normal,GO,16.38,"(15.68, 17.08)",129.31,"(95.08, 179.71)",2.64,"(2.61, 2.68)",0.3,"(0.26, 0.34)",1.24,"(1.14, 1.35)"
onset-to-hospital-discharge,Gen. Log-normal,MA,19.02,"(17.13, 21.37)",803.7,"(271.28, 2478.91)",2.67,"(2.59, 2.74)",0.32,"(0.27, 0.38)",1.13,"(1.03, 1.23)"
onset-to-hospital-discharge,Gen. Log-normal,MG,15.78,"(15.41, 16.11)",133.26,"(106.85, 170.29)",2.6,"(2.58, 2.61)",0.29,"(0.25, 0.32)",1.2,"(1.12, 1.28)"
onset-to-hospital-discharge,Gen. Log-normal,MS,15.96,"(14.83, 17.2)",250.95,"(132.61, 536.12)",2.56,"(2.51, 2.61)",0.3,"(0.25, 0.35)",1.15,"(1.05, 1.26)"
onset-to-hospital-discharge,Gen. Log-normal,MT,18.16,"(17.89, 18.46)",246.64,"(193.57, 318.81)",2.74,"(2.74, 2.75)",0.2,"(0.19, 0.21)",1.01,"(1.0, 1.03)"
onset-to-hospital-discharge,Gen. Log-normal,PA,19.32,"(18.97, 19.7)",166.08,"(143.92, 194.72)",2.81,"(2.8, 2.83)",0.3,"(0.27, 0.33)",1.26,"(1.19, 1.33)"
onset-to-hospital-discharge,Gen. Log-normal,PB,17.08,"(16.12, 18.06)",183.58,"(118.73, 293.77)",2.66,"(2.61, 2.7)",0.31,"(0.27, 0.36)",1.23,"(1.13, 1.35)"
onset-to-hospital-discharge,Gen. Log-normal,PE,21.59,"(20.74, 22.53)",648.78,"(428.69, 1041.76)",2.81,"(2.78, 2.84)",0.36,"(0.32, 0.4)",1.2,"(1.12, 1.28)"
onset-to-hospital-discharge,Gen. Log-normal,PI,14.23,"(13.2, 15.43)",189.16,"(100.12, 388.29)",2.45,"(2.39, 2.51)",0.31,"(0.27, 0.36)",1.18,"(1.08, 1.29)"
onset-to-hospital-discharge,Gen. Log-normal,PR,15.11,"(14.69, 15.5)",178.31,"(133.35, 245.01)",2.52,"(2.5, 2.54)",0.3,"(0.26, 0.33)",1.17,"(1.09, 1.25)"
onset-to-hospital-discharge,Gen. Log-normal,RJ,17.51,"(17.26, 17.73)",213.01,"(183.86, 246.13)",2.67,"(2.66, 2.68)",0.32,"(0.3, 0.35)",1.22,"(1.18, 1.27)"
onset-to-hospital-discharge,Gen. Log-normal,RN,16.91,"(16.25, 17.52)",87.24,"(66.19, 116.28)",2.72,"(2.68, 2.75)",0.25,"(0.21, 0.29)",1.23,"(1.12, 1.34)"
onset-to-hospital-discharge,Gen. Log-normal,RO,18.74,"(17.11, 20.69)",282.26,"(137.67, 648.02)",2.74,"(2.66, 2.82)",0.3,"(0.25, 0.35)",1.18,"(1.07, 1.3)"
onset-to-hospital-discharge,Gen. Log-normal,RR,17.98,"(15.59, 21.21)",404.53,"(101.13, 1623.43)",2.67,"(2.57, 2.79)",0.3,"(0.24, 0.36)",1.15,"(1.04, 1.29)"
onset-to-hospital-discharge,Gen. Log-normal,RS,16.2,"(15.84, 16.64)",157.3,"(125.5, 200.86)",2.62,"(2.6, 2.64)",0.28,"(0.26, 0.31)",1.18,"(1.11, 1.25)"
onset-to-hospital-discharge,Gen. Log-normal,SC,15.85,"(15.19, 16.53)",137.38,"(100.23, 195.39)",2.6,"(2.56, 2.63)",0.31,"(0.27, 0.35)",1.24,"(1.15, 1.35)"
onset-to-hospital-discharge,Gen. Log-normal,SE,20.16,"(17.99, 22.85)",880.0,"(275.38, 2617.05)",2.73,"(2.66, 2.81)",0.3,"(0.25, 0.36)",1.1,"(1.01, 1.21)"
onset-to-hospital-discharge,Gen. Log-normal,SP,17.26,"(17.08, 17.45)",265.18,"(240.69, 295.46)",2.64,"(2.63, 2.65)",0.29,"(0.28, 0.31)",1.15,"(1.12, 1.17)"
onset-to-hospital-discharge,Gen. Log-normal,TO,15.94,"(14.88, 17.22)",150.56,"(82.14, 296.49)",2.61,"(2.55, 2.66)",0.27,"(0.22, 0.32)",1.17,"(1.05, 1.28)"
onset-to-hospital-discharge,Gen. Log-normal,Brazil,17.63,"(17.56, 17.69)",248.75,"(233.69, 265.62)",2.67,"(2.67, 2.67)",0.29,"(0.28, 0.3)",1.15,"(1.13, 1.17)"
onset-to-ICU-admission,Gamma,AC,11.62,"(8.5, 16.36)",55.33,"(30.56, 106.12)",2.52,"(2.04, 3.03)",0.22,"(0.15, 0.29)",,
onset-to-ICU-admission,Gamma,AL,8.07,"(7.73, 8.41)",26.83,"(23.97, 30.06)",2.43,"(2.24, 2.62)",0.3,"(0.28, 0.33)",,
onset-to-ICU-admission,Gamma,AM,10.7,"(10.32, 11.09)",48.29,"(43.86, 53.22)",2.37,"(2.22, 2.53)",0.22,"(0.21, 0.24)",,
onset-to-ICU-admission,Gamma,AP,10.94,"(9.65, 12.41)",44.76,"(34.31, 58.82)",2.7,"(2.29, 3.16)",0.25,"(0.2, 0.29)",,
onset-to-ICU-admission,Gamma,BA,8.26,"(8.04, 8.49)",29.98,"(27.87, 32.28)",2.28,"(2.16, 2.39)",0.28,"(0.26, 0.29)",,
onset-to-ICU-admission,Gamma,CE,9.98,"(9.74, 10.22)",41.88,"(39.1, 44.76)",2.38,"(2.27, 2.5)",0.24,"(0.23, 0.25)",,
onset-to-ICU-admission,Gamma,DF,8.2,"(7.94, 8.48)",23.86,"(21.72, 26.24)",2.82,"(2.64, 3.02)",0.34,"(0.32, 0.37)",,
onset-to-ICU-admission,Gamma,ES,8.07,"(7.72, 8.44)",27.26,"(24.12, 30.73)",2.4,"(2.2, 2.6)",0.3,"(0.27, 0.33)",,
onset-to-ICU-admission,Gamma,GO,7.55,"(7.26, 7.87)",21.6,"(19.33, 24.22)",2.65,"(2.44, 2.86)",0.35,"(0.32, 0.38)",,
onset-to-ICU-admission,Gamma,MA,10.26,"(9.59, 10.95)",42.61,"(36.14, 50.65)",2.48,"(2.22, 2.75)",0.24,"(0.21, 0.27)",,
onset-to-ICU-admission,Gamma,MG,7.57,"(7.33, 7.82)",23.18,"(21.19, 25.28)",2.47,"(2.33, 2.63)",0.33,"(0.31, 0.35)",,
onset-to-ICU-admission,Gamma,MS,8.28,"(7.57, 9.03)",26.43,"(21.47, 32.28)",2.61,"(2.28, 2.97)",0.32,"(0.27, 0.36)",,
onset-to-ICU-admission,Gamma,MT,8.37,"(7.9, 8.87)",24.86,"(21.29, 28.88)",2.83,"(2.54, 3.16)",0.34,"(0.3, 0.38)",,
onset-to-ICU-admission,Gamma,PA,10.59,"(10.28, 10.89)",48.79,"(44.9, 52.99)",2.3,"(2.17, 2.43)",0.22,"(0.2, 0.23)",,
onset-to-ICU-admission,Gamma,PB,8.57,"(8.18, 8.96)",29.19,"(25.88, 32.9)",2.52,"(2.32, 2.74)",0.29,"(0.27, 0.32)",,
onset-to-ICU-admission,Gamma,PE,7.87,"(7.6, 8.15)",29.82,"(27.15, 32.66)",2.08,"(1.95, 2.21)",0.26,"(0.25, 0.28)",,
onset-to-ICU-admission,Gamma,PI,7.83,"(7.41, 8.29)",24.63,"(21.34, 28.4)",2.5,"(2.26, 2.75)",0.32,"(0.29, 0.35)",,
onset-to-ICU-admission,Gamma,PR,7.42,"(7.17, 7.69)",20.83,"(18.94, 22.96)",2.65,"(2.47, 2.83)",0.36,"(0.33, 0.38)",,
onset-to-ICU-admission,Gamma,RJ,7.49,"(7.37, 7.6)",25.2,"(24.15, 26.27)",2.23,"(2.16, 2.3)",0.3,"(0.29, 0.31)",,
onset-to-ICU-admission,Gamma,RN,9.16,"(8.72, 9.58)",32.85,"(29.0, 37.15)",2.56,"(2.35, 2.79)",0.28,"(0.25, 0.31)",,
onset-to-ICU-admission,Gamma,RO,7.43,"(6.89, 8.02)",25.18,"(20.97, 30.45)",2.2,"(1.94, 2.47)",0.3,"(0.26, 0.34)",,
onset-to-ICU-admission,Gamma,RR,7.94,"(6.78, 9.25)",27.41,"(19.96, 37.86)",2.32,"(1.94, 2.71)",0.29,"(0.24, 0.35)",,
onset-to-ICU-admission,Gamma,RS,8.03,"(7.76, 8.31)",26.64,"(24.28, 29.23)",2.42,"(2.27, 2.59)",0.3,"(0.28, 0.32)",,
onset-to-ICU-admission,Gamma,SC,7.8,"(7.44, 8.18)",22.16,"(19.38, 25.12)",2.76,"(2.51, 3.01)",0.35,"(0.32, 0.39)",,
onset-to-ICU-admission,Gamma,SE,8.56,"(7.96, 9.2)",33.06,"(27.93, 39.48)",2.22,"(1.96, 2.48)",0.26,"(0.23, 0.29)",,
onset-to-ICU-admission,Gamma,SP,7.85,"(7.78, 7.92)",25.04,"(24.38, 25.72)",2.46,"(2.41, 2.51)",0.31,"(0.31, 0.32)",,
onset-to-ICU-admission,Gamma,TO,8.66,"(7.6, 9.88)",30.29,"(23.18, 39.56)",2.5,"(2.15, 2.88)",0.29,"(0.24, 0.34)",,
onset-to-ICU-admission,Gamma,Brazil,8.2,"(8.15, 8.25)",28.54,"(28.07, 29.04)",2.35,"(2.33, 2.38)",0.29,"(0.28, 0.29)",,
onset-to-ICU-admission,Weibull,AC,9.78,"(8.03, 11.77)",49.27,"(31.31, 78.3)",1.43,"(1.18, 1.66)",10.74,"(8.79, 12.97)",,
onset-to-ICU-admission,Weibull,AL,8.16,"(7.77, 8.55)",32.47,"(29.22, 36.42)",1.46,"(1.39, 1.52)",9.0,"(8.56, 9.45)",,
onset-to-ICU-admission,Weibull,AM,10.72,"(10.35, 11.12)",53.02,"(48.57, 58.08)",1.5,"(1.45, 1.55)",11.88,"(11.45, 12.33)",,
onset-to-ICU-admission,Weibull,AP,10.21,"(9.06, 11.41)",41.24,"(30.86, 55.09)",1.64,"(1.45, 1.85)",11.4,"(10.08, 12.78)",,
onset-to-ICU-admission,Weibull,BA,8.34,"(8.11, 8.58)",33.99,"(31.72, 36.43)",1.45,"(1.41, 1.49)",9.19,"(8.93, 9.47)",,
onset-to-ICU-admission,Weibull,CE,10.03,"(9.78, 10.28)",44.77,"(42.06, 47.63)",1.53,"(1.49, 1.57)",11.13,"(10.85, 11.42)",,
onset-to-ICU-admission,Weibull,DF,8.2,"(7.93, 8.48)",23.25,"(21.37, 25.37)",1.76,"(1.68, 1.83)",9.2,"(8.9, 9.52)",,
onset-to-ICU-admission,Weibull,ES,8.13,"(7.76, 8.49)",28.79,"(25.69, 32.25)",1.55,"(1.48, 1.62)",9.03,"(8.61, 9.45)",,
onset-to-ICU-admission,Weibull,GO,7.57,"(7.24, 7.9)",22.84,"(20.6, 25.39)",1.62,"(1.55, 1.7)",8.45,"(8.08, 8.83)",,
onset-to-ICU-admission,Weibull,MA,10.15,"(9.52, 10.84)",42.83,"(36.33, 50.55)",1.59,"(1.48, 1.71)",11.31,"(10.6, 12.09)",,
onset-to-ICU-admission,Weibull,MG,7.62,"(7.37, 7.88)",26.11,"(24.09, 28.37)",1.52,"(1.47, 1.57)",8.45,"(8.17, 8.75)",,
onset-to-ICU-admission,Weibull,MS,8.17,"(7.49, 8.93)",25.69,"(20.7, 32.15)",1.66,"(1.52, 1.82)",9.14,"(8.35, 10.0)",,
onset-to-ICU-admission,Weibull,MT,8.29,"(7.81, 8.78)",24.79,"(21.48, 28.78)",1.72,"(1.6, 1.83)",9.3,"(8.75, 9.85)",,
onset-to-ICU-admission,Weibull,PA,10.62,"(10.3, 10.93)",51.92,"(48.34, 55.93)",1.5,"(1.46, 1.55)",11.76,"(11.41, 12.12)",,
onset-to-ICU-admission,Weibull,PB,8.61,"(8.22, 9.03)",31.27,"(27.9, 35.02)",1.58,"(1.5, 1.65)",9.58,"(9.13, 10.05)",,
onset-to-ICU-admission,Weibull,PE,7.97,"(7.68, 8.26)",34.65,"(31.84, 37.8)",1.37,"(1.32, 1.42)",8.71,"(8.38, 9.05)",,
onset-to-ICU-admission,Weibull,PI,7.87,"(7.44, 8.34)",27.48,"(23.96, 31.58)",1.53,"(1.45, 1.63)",8.74,"(8.25, 9.27)",,
onset-to-ICU-admission,Weibull,PR,7.43,"(7.17, 7.7)",22.04,"(20.16, 24.17)",1.62,"(1.56, 1.69)",8.3,"(8.0, 8.61)",,
onset-to-ICU-admission,Weibull,RJ,7.55,"(7.42, 7.67)",27.81,"(26.7, 28.97)",1.45,"(1.43, 1.48)",8.33,"(8.18, 8.47)",,
onset-to-ICU-admission,Weibull,RN,9.17,"(8.73, 9.6)",35.11,"(31.33, 39.62)",1.58,"(1.5, 1.66)",10.21,"(9.72, 10.7)",,
onset-to-ICU-admission,Weibull,RO,7.49,"(6.96, 8.05)",23.84,"(19.71, 29.15)",1.57,"(1.45, 1.7)",8.33,"(7.72, 8.97)",,
onset-to-ICU-admission,Weibull,RR,8.08,"(6.98, 9.32)",30.07,"(20.99, 43.12)",1.51,"(1.33, 1.71)",8.95,"(7.72, 10.31)",,
onset-to-ICU-admission,Weibull,RS,8.07,"(7.79, 8.38)",29.18,"(26.74, 31.84)",1.53,"(1.47, 1.58)",8.96,"(8.63, 9.31)",,
onset-to-ICU-admission,Weibull,SC,7.75,"(7.4, 8.11)",20.73,"(18.46, 23.39)",1.76,"(1.66, 1.86)",8.7,"(8.3, 9.11)",,
onset-to-ICU-admission,Weibull,SE,8.67,"(8.06, 9.32)",36.69,"(30.63, 44.09)",1.46,"(1.36, 1.56)",9.57,"(8.87, 10.3)",,
onset-to-ICU-admission,Weibull,SP,7.9,"(7.83, 7.98)",27.74,"(27.08, 28.45)",1.53,"(1.52, 1.55)",8.78,"(8.69, 8.87)",,
onset-to-ICU-admission,Weibull,TO,8.5,"(7.58, 9.5)",28.55,"(21.02, 38.5)",1.64,"(1.46, 1.84)",9.49,"(8.44, 10.6)",,
onset-to-ICU-admission,Weibull,Brazil,8.23,"(8.18, 8.28)",31.3,"(30.83, 31.76)",1.5,"(1.49, 1.51)",9.12,"(9.06, 9.17)",,
onset-to-ICU-admission,Log-normal,AC,9.8,"(7.69, 12.5)",62.93,"(33.85, 111.4)",2.03,"(1.8, 2.28)",0.7,"(0.63, 0.78)",,
onset-to-ICU-admission,Log-normal,AL,8.06,"(7.69, 8.45)",35.66,"(29.85, 42.19)",1.87,"(1.83, 1.91)",0.66,"(0.63, 0.69)",,
onset-to-ICU-admission,Log-normal,AM,10.85,"(10.41, 11.33)",74.66,"(64.39, 86.49)",2.14,"(2.1, 2.18)",0.7,"(0.68, 0.73)",,
onset-to-ICU-admission,Log-normal,AP,10.85,"(9.48, 12.43)",65.89,"(43.71, 96.2)",2.16,"(2.03, 2.3)",0.66,"(0.6, 0.73)",,
onset-to-ICU-admission,Log-normal,BA,8.34,"(8.08, 8.62)",44.27,"(39.37, 49.88)",1.88,"(1.85, 1.9)",0.7,"(0.68, 0.72)",,
onset-to-ICU-admission,Log-normal,CE,10.19,"(9.89, 10.5)",66.32,"(59.67, 73.5)",2.07,"(2.05, 2.1)",0.7,"(0.68, 0.72)",,
onset-to-ICU-admission,Log-normal,DF,8.37,"(8.06, 8.69)",34.82,"(30.1, 40.37)",1.92,"(1.89, 1.96)",0.63,"(0.61, 0.66)",,
onset-to-ICU-admission,Log-normal,ES,8.21,"(7.8, 8.65)",41.55,"(34.48, 49.66)",1.87,"(1.82, 1.91)",0.69,"(0.66, 0.72)",,
onset-to-ICU-admission,Log-normal,GO,7.67,"(7.31, 8.05)",30.46,"(25.4, 36.4)",1.83,"(1.78, 1.87)",0.65,"(0.62, 0.68)",,
onset-to-ICU-admission,Log-normal,MA,10.44,"(9.67, 11.26)",69.26,"(53.51, 89.41)",2.1,"(2.03, 2.17)",0.7,"(0.66, 0.74)",,
onset-to-ICU-admission,Log-normal,MG,7.66,"(7.38, 7.97)",33.54,"(29.21, 38.51)",1.81,"(1.78, 1.85)",0.67,"(0.65, 0.7)",,
onset-to-ICU-admission,Log-normal,MS,8.47,"(7.66, 9.35)",38.38,"(27.14, 52.71)",1.92,"(1.83, 2.01)",0.65,"(0.6, 0.71)",,
onset-to-ICU-admission,Log-normal,MT,8.51,"(7.99, 9.09)",33.56,"(26.24, 42.55)",1.95,"(1.89, 2.01)",0.62,"(0.58, 0.66)",,
